name_en,weapon_type,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Flammenzahn,great-sword,フラムエルヘレヴ,Flammenzahn,Flammenzahn I,Flammenzahn,Flammenzahn,Presardente,Flammenzahn,Горящий зуб,플람엘헤레브,蠻顎龍大劍,أسنان اللهب
Flammenzahn+,great-sword,フラムエルヘレヴ改,Flammenzahn Mk 2,Flammenzahn II,Flammenzahn+,Flammenzahn+,Presardente+,Flammenzahn+,Горящий зуб+,플람엘헤레브+,蠻顎龍大劍改,أسنان اللهب +
Gnashing Flammenzahn,great-sword,蛮顎大剣フラムヘレヴ,Flamberge croc-de-feu,Flammenzahn III,Knirschender Flammenzahn,Flammenzahn Mordiente,Presardente Rangedora,Gryzący Flammenzahm,Скрежет зубьев,만악대검플람엘헤레브,蠻顎大劍,صرير أسنان اللهب
Gnashing Flammenzahn+,great-sword,蛮顎大剣フラムヘレヴ改,Flamberge croc-de-feu +,Flammenzahn IV,Knirschender Flammenzahn+,Flammenzahn Mordiente+,Presardente Rangedora+,Gryzący Flammenzahn+,Скрежет зубьев+,만악대검 플람헤레브+,蠻顎大劍‧改,صرير أسنان اللهب+
Lohenzahn,great-sword,蛮炎大剣ロギンヘレヴ,Lohenzahn,Lohenzahn,Lohenzahn,Lohenzahn,Presabrasante,Lohenzahn,Огненный зуб,만염대검 로긴헤레브,兵器蠻炎大劍,لوهينزان
Donnerzahn,great-sword,雷顎大剣ドネルヘレヴ,Donnerzahn,Donnerzahn,Donnerzahn,Donnerzahn,Preselétrica,Donnerzahn,Громовой зуб,뇌악대검 도넬헤레브,兵器雷顎大劍,دونيرزان
Donnerzahn+,great-sword,雷顎大剣ドネルヘレヴ改,Donnerzahn +,Donnerzahn+,Donnerzahn+,Donnerzahn+,Preselétrica+,Donnerzahn+,Громовой зуб+,뇌악대검 도넬헤레브+,兵器雷顎大劍‧改,دونيرزان+
Fulguration's Edge,great-sword,蛮雷大剣カーリヘレヴ,Lame fulgurante,Lama di folgore,Fulgurationsklinge,Filo de fulguración,Gume da Fulguração,Wypalająca klinga,Громовой предел,만뢰대검 카리헤레브,兵器蠻雷大劍,حد الصعق
Aqua Slasher I,great-sword,アクアスラッシャーⅠ,Fendoir aquatique,Affettatore acquatico I,Aqua-Hacker I,Cortadora Aqua I,Aquaterror I,Wodny rozpruwacz I,Рассекающий волны 1,아쿠아슬래셔Ⅰ,水斬劍Ⅰ,الجارح المائي I
Aqua Slasher II,great-sword,アクアスラッシャーⅡ,Fendoir aquatique II,Affettatore acquatico II,Aqua-Hacker II,Cortadora Aqua II,Aquaterror II,Wodny rozpruwacz II,Рассекающий волны 2,아쿠아슬래셔Ⅱ,水斬劍Ⅱ,الجارح المائي II
Aqua Slasher III,great-sword,アクアスラッシャーⅢ,Fendoir aquatique III,Affettatore acquatico III,Aqua-Hacker III,Cortadora Aqua III,Aquaterror III,Wodny rozpruwacz III,Рассекающий волны 3,아쿠아슬래셔Ⅲ,水斬劍Ⅲ,الجارح المائي III
Water Golem I,great-sword,ウォーターゴーレムⅠ,Golem d'eau,Golem d'acqua I,Wassergolem I,Gólem Acuático I,Aquagolem I,Wodny golem I,Водяной голем 1,워터골렘Ⅰ,激流巨像Ⅰ,غوليم مائي I
Water Golem II,great-sword,ウォーターゴーレムⅡ,Golem d'eau II,Golem d'acqua II,Wassergolem II,Gólem Acuático II,Aquagolem II,Wodny golem II,Водяной голем 2,워터골렘Ⅱ,激流巨像Ⅱ,غوليم مائي II
Water Golem III,great-sword,ウォーターゴーレムⅢ,Golem d'eau III,Golem d'acqua III,Wassergolem III,Gólem Acuático III,Aquagolem III,Wodny golem III,Водяной голем 3,워터골렘Ⅲ,激流巨像Ⅲ,غوليم مائي III
Water Golem IV,great-sword,ウォーターゴーレムⅣ,Golem d'eau IV,Golem d'acqua IV,Wassergolem IV,Gólem Acuático IV,Aquagolem IV,Wodny golem IV,Водяной голем 4,워터골렘Ⅳ,激流巨像Ⅳ,غوليم مائي IV
Laguna Golem I,great-sword,ラグーナゴーレムⅠ,Golem Laguna I,Golem lagunare I,Laguna-Golem I,Gólem Coralino I,Golem Laguna I,Golem laguny I,Голем лагуны 1,라그나골렘Ⅰ,潟湖巨像Ⅰ,غوليم لاغونا I
Laguna Golem II,great-sword,ラグーナゴーレムⅡ,Golem Laguna II,Golem lagunare II,Laguna-Golem II,Gólem Coralino II,Golem Laguna II,Golem laguny II,Голем лагуны 2,라그나골렘Ⅱ,潟湖巨像Ⅱ,غوليم لاغونا II
Beo Slasher I,great-sword,ブランスラッシャーⅠ,Beo déchireur I,Affettatore Beo I,Beo-Schlitzer I,Decapitadora Beo I,Beoterror I,Rozpruwacz z Beo I,Костолом бео 1,브란슬래셔Ⅰ,冰魚龍斬劍Ⅰ,جارح بيوتودس I
Beo Slasher II,great-sword,ブランスラッシャーⅡ,Beo déchireur II,Affettatore Beo II,Beo-Schlitzer II,Decapitadora Beo II,Beoterror II,Rozpruwacz z Beo II,Костолом бео 2,브란슬래셔Ⅱ,冰魚龍斬劍Ⅱ,جارح بيوتودس II
Carapace Buster I,great-sword,ドラグロバスターⅠ,Brise-carapace,Devastatore carapace I,Panzerbrecher I,Partecarcasas I,Destrói Carapaça I,Skorupiasty pogromca I,Хитиновый меч-рубило 1,드래그로버스터Ⅰ,土砂龍巨劍Ⅰ,محطّم الدرقة I
Carapace Buster II,great-sword,ドラグロバスターⅡ,Brise-carapace II,Devastatore carapace II,Panzerbrecher II,Partecarcasas II,Destrói Carapaça II,Skorupiasty pogromca II,Хитиновый меч-рубило 2,드래그로버스터Ⅱ,土砂龍巨劍Ⅱ,محطّم الدرقة II
Carapace Buster III,great-sword,ドラグロバスターⅢ,Brise-carapace III,Devastatore carapace III,Panzerbrecher III,Partecarcasas III,Destrói Carapaça III,Skorupiasty pogromca III,Хитиновый меч-рубило 3,드래그로버스터Ⅲ,土砂龍巨劍Ⅲ,محطّم الدرقة III
Barroth Shredder I,great-sword,ボルボシュレッダーⅠ,Déchiqueteuse Barroth,Trinciatore Barroth I,Barroth-Schredder I,Triturabarroth I,Tritura Barroth I,Szatkownica Barrotha I,Баррот-крушитель 1,볼보슈레더Ⅰ,土砂龍粉碎者Ⅰ,باروث الباتر I
Barroth Shredder II,great-sword,ボルボシュレッダーⅡ,Déchiqueteuse Barroth II,Trinciatore Barroth II,Barroth-Schredder II,Triturabarroth II,Tritura Barroth II,Szatkownica Barrotha II,Баррот-крушитель 2,볼보슈레더Ⅱ,土砂龍粉碎者Ⅱ,باروث الباتر II
Barroth Shredder III,great-sword,ボルボシュレッダーⅢ,Déchiqueteuse Barroth III,Trinciatore Barroth III,Barroth-Schredder III,Triturabarroth III,Tritura Barroth III,Szatkownica Barrotha III,Баррот-крушитель 3,볼보슈레더Ⅲ,土砂龍粉碎者Ⅲ,باروث الباتر III
Barroth Greatedge I,great-sword,ボルボギガンテⅠ,Tranchoir Barroth I,Lamagrande Barroth I,Barroth-Großklinge I,Granfilo Barroth I,Laminão de Barroth I,Wielka klinga Barrotha I,Лезвие баррота 1,볼보기간테Ⅰ,土砂龍巨漢Ⅰ,حد باروث العظيم I
Barroth Greatedge II,great-sword,ボルボギガンテⅡ,Tranchoir Barroth II,Lamagrande Barroth II,Barroth-Großklinge II,Granfilo Barroth II,Laminão de Barroth II,Wlk. klinga Barrotha II,Лезвие баррота 2,볼보기간테Ⅱ,土砂龍巨漢Ⅱ,حد باروث العظيم II
Acid Shredder I,great-sword,ザルファシュレッダーⅠ,Broyeur acide I,Trinciatore caustico I,Säure-Schredder I,Trituracídico I,Triturador Ácido I,Kwasowa szatkownica I,Кислотный потрошитель 1,잘파슈레더Ⅰ,罪罰粉碎者Ⅰ,الحمضي الباتر I
Acid Shredder II,great-sword,ザルファシュレッダーⅡ,Broyeur acide II,Trinciatore caustico II,Säure-Schredder II,Trituracídico II,Triturador Ácido II,Kwasowa szatkownica II,Кислотный потрошитель 2,잘파슈레더Ⅱ,罪罰粉碎者Ⅱ,الحمضي الباتر II
Spiked Blade I,great-sword,スパイクブレイドⅠ,Grand écorcheur,Lama chiodata I,Stachelige Klinge I,Espada Sierra I,Lâmina Perfurante I,Kolczaste ostrze I,Шипастый клинок 1,스파이크블레이드Ⅰ,尖刺劍Ⅰ,النصل الشائك I
Spiked Blade II,great-sword,スパイクブレイドⅡ,Grand écorcheur II,Lama chiodata II,Stachelige Klinge II,Espada Sierra II,Lâmina Perfurante II,Kolczaste ostrze II,Шипастый клинок 2,스파이크블레이드Ⅱ,尖刺劍Ⅱ,النصل الشائك II
Radobaan Slab I,great-sword,塊剣ラドバルクⅠ,Lamineur Radobaan,Lastra Radobaan I,Baan-Zernichter I,Losa Radobaan I,Placa de Radobaan I,Sztaba Radobaana I,Кромсатель радобаана 1,괴검라도바르크Ⅰ,塊劍拉多巴爾喀Ⅰ,لوح رادوبان I
Radobaan Slab II,great-sword,塊剣ラドバルクⅡ,Lamineur Radobaan II,Lastra Radobaan II,Baan-Zernichter II,Losa Radobaan II,Placa de Radobaan II,Sztaba Radobaana II,Кромсатель радобаана 2,괴검라도바르크Ⅱ,塊劍拉多巴爾喀Ⅱ,لوح رادوبان II
Radobaan Slab III,great-sword,塊剣ラドバルクⅢ,Lamineur Radobaan III,Lastra Radobaan III,Baan-Zernichter III,Losa Radobaan III,Placa de Radobaan III,Sztaba Radobaana III,Кромсатель радобаана 3,괴검라도바르크Ⅲ,塊劍拉多巴爾喀Ⅲ,لوح رادوبان III
Radobaan Grindblade I,great-sword,削岩剣ラドバルキンⅠ,Hachoir Radobaan I,Frantumatore Radobaan I,Radobaan-Malmklinge I,Hoja picadora Baan I,Tritulâmina Radobaan I,Mielące ostrze Baana I,Дробилка радобаана 1,삭암검 라도발킨Ⅰ,激骨鎚削岩劍Ⅰ,نصل رادوبان طاحن I
Radobaan Grindblade II,great-sword,削岩剣ラドバルキンⅡ,Hachoir Radobaan II,Frantumatore Radobaan II,Radobaan-Malmklinge II,Hoja picadora Baan II,Tritulâmina Radobaan II,Mielące ostrze Baana II,Дробилка радобаана 2,삭암검 라도발킨Ⅱ,激骨鎚削岩劍Ⅱ,نصل رادوبان طاحن II
Dios Blade,great-sword,ディオスブレイド,Fendoir Dios,Spada Dios,Dios-Klinge,Hoja de Brachydios,Lâmina Dios,Ostrze Diosa,Клинок диоса,디오스블레이드,碎龍巨劍,نصل ديوس
Brach Attack,great-sword,爆大剣ブリーブレイド,Brach-attaque,Assaltatrice Brachy,Brach-Angriff,Ataque de Brach,Ataque Brach,Atak Bracha,Нападение брахи,폭대검 브리블레이드,爆大劍惡霸之刃,هجوم براك
Dragonbone Cleaver I,great-sword,龍骨大剣Ⅰ,Hachoir draconique,Spadone dragosso I,Drachenknochenspalter I,Espadón Dracósteo I,Cutelo Dragosso I,Tasak smoczej kości I,Драконий тесак 1,용골대검Ⅰ,龍骨大劍Ⅰ,كاسر عظام التنين I
Dragonbone Cleaver II,great-sword,龍骨大剣Ⅱ,Hachoir draconique II,Spadone dragosso II,Drachenknochenspalter II,Espadón Dracósteo II,Cutelo Dragosso II,Tasak smoczej kości II,Драконий тесак 2,용골대검Ⅱ,龍骨大劍Ⅱ,كاسر عظام التنين II
Dragonbone Cleaver III,great-sword,龍骨大剣Ⅲ,Hachoir draconique III,Spadone dragosso III,Drachenknochenspalter III,Espadón Dracósteo III,Cutelo Dragosso III,Tasak smoczej kości III,Драконий тесак 3,용골대검Ⅲ,龍骨大劍Ⅲ,كاسر عظام التنين III
Dragonseal Sword I,great-sword,龍封じの大剣Ⅰ,Épée Sceau-de-dragon,Spada sigillo I,Drachensiegel-Schwert I,Espada sello dragón I,Espada Selo Dragão I,Miecz smoczej pieczęci I,Меч драконьей печати 1,용봉인 대검Ⅰ,封龍大劍Ⅰ,سيف ختم التنين I
Dragonseal Sword II,great-sword,龍封じの大剣Ⅱ,Épée Sceau-de-dragon II,Spada sigillo II,Drachensiegel-Schwert II,Espada sello dragón II,Espada Selo Dragão II,Miecz smoczej piecz. II,Меч драконьей печати 2,용봉인 대검Ⅱ,封龍大劍Ⅱ,سيف ختم التنين II
Immovable Dharma,great-sword,無相法身－不動－,Dharma immuable,Dharma irriducibile,Unbeweglicher Dharma,Dharma inamovible,Dharma Inabalável,Niewzruszona Dharma,Недвижимая Дарма,무상법신-부동-,無相法身－不動－,دارما لا تتزعزع
Thundersword,great-sword,召雷剣,Foudre hurlante,Spada-tuono,Donnerschwert,Espada Trueno,Espadarraio,Gromomiecz,Меч грозы,소뢰검,召雷劍,سيف الرعد
Kirin Thundersword,great-sword,召雷剣【麒麟】,Tonnerre-de-feu Kirin,Spada-tuono Kirin,Kirin-Donnerschwert,Espada Eléctrica Kirin,Espadarraio de Kirin,Gromomiecz Kirina,Меч грозы кирина,소뢰검【키린】,召雷劍【麒麟】,سيف الرعد لكيرين
King Thundersword,great-sword,召雷剣【麒麟王】,Roi de la foudre,Spada-tuono del re,Königsdonnerschwert,Espada Eléctrica Rey,Espadarraio Real,Gromomiecz króla,Меч грозы владыки,소뢰검【키린왕】,召雷劍【麒麟王】,سيف الرعد للملك
Emperor Thundersword,great-sword,召雷剣【麒麟帝】,Épée foudre impériale,Spada-tuono mistica,Kaiserdonnerschwert,Espada Trueno Imperial,Espadarraio Imperial,Gromomiecz cesarza,Меч грозы повелителя,소뢰검【키린제】,召雷劍【麒麟帝】,سيف رعد الإمبراطور
Magda Potestas I,great-sword,マグダ・ポテスタスⅠ,Magda Potestas,Potestas Magda I,Magdaros-Potestas I,Magda Potestas I,Poder de Magda I,Magda Potestas I,Власть магмы 1,마그다-포테스타스Ⅰ,熔山龍大劍Ⅰ,بأس ماغدا I
Magda Potestas II,great-sword,マグダ・ポテスタスⅡ,Magda Potestas II,Potestas Magda II,Magdaros-Potestas II,Magda Potestas II,Poder de Magda II,Magda Potestas II,Власть магмы 2,마그다-포테스타스Ⅱ,熔山龍大劍Ⅱ,بأس ماغدا II
Magdaros Volcanblade,great-sword,熔山剣マグダポテス,Volcalame Magdaros,Vulcalama Magdaros,Magdaros-Vulkanklinge,Vulcatajo Magdaros,Vulcolâmina de Magdaros,Wulk. ostrze Magdarosa,Вулканич. меч Магдароса,용산검 마그다포테스,岩漿衛士熔山劍,نصل ماغداروس بركاني
Blacksteel Chopper I,great-sword,黒鋼の大剣Ⅰ,Décapiteur sombracier,Spadone neracciaio I,SchwarzstahlHackmesser I,Gran Acero Negro I,Cutelo Aço Negro I,Rzezak z cz. stali I,Черный тесак 1,흑강의대검Ⅰ,黑鋼大劍Ⅰ,قاطع الفولاذ الأسود I
Blacksteel Chopper II,great-sword,黒鋼の大剣Ⅱ,Décapiteur sombracier II,Spadone neracciaio II,SchwarzstahlHackmessr II,Gran Acero Negro II,Cutelo Aço Negro II,Rzezak z cz. stali II,Черный тесак 2,흑강의대검Ⅱ,黑鋼大劍Ⅱ,قاطع الفولاذ الأسود II
Icesteel Edge,great-sword,鋼氷大剣,Lame inexorable,Taglio ghiacciaio,Stahleis-Schneide,Hoja Acero Helado,Gume de Friaço,Klinga lodowej stali,Гребень из ледяной стали,강빙대검,鋼冰大劍,حد الفولاذ المجمّد
Daora's Decimator,great-sword,ダオラ＝デグニダル,Décimeur Daora,Decimatore Daora,Daoras Dezimator,Diezmador Daora,Dizimador de Daora,Decymator Daory,Кровавая баня даоры,다오라데시메이터,鋼龍凍大劍,داورا المهلك
Daora's Tughril Beg,great-sword,ダオラ＝ディグリベグ,Toghrul-Beg de Daora,Tughril Beg di Daora,Daoras Tughril Beg,Tughril Beg Daora,Tughril Beg de Daora,Tughril Beg Daory,Князь-сокол даоры,다오라디그리베크,鋼龍寒冰大劍,سيف داورا العظيم
Xeno Maliq,great-sword,ゼノ＝マーリク,Xeno Maliq,Maliq Xeno,Xeno-Maliq,Xeno Maliq,Maliq de Xeno,Xeno Maliq,Ксено-малик,제노마리크,冥燈龍大劍,زينو ماليك
Wyvern Jawblade,great-sword,リュウノアギト,Mâchoire wyverne,Mascellama wyvern,Wyvern-Kiefernklinge,Filo Muerdedragón,Maxilâmina de Serpe,Szczękowe wiwernostrze,Оскал виверны,용의아기토,龍顎劍,نصل فك التنين المجنح
Great Wyvern Jawblade,great-sword,リュウノアギト【大牙】,Grande mâchoire wyverne,Gran mascellama wyvern,Großwyvern-Kiefernklinge,Gran Filo Muerdedragón,Grd. Maxilâmina de Serpe,Wielkie sz. wiwernostrze,Оскал большой виверны,용의아기토【어금니】,龍顎劍【大牙】,نصل فك تنين مجنح عظيم
Ultra Wyvern Jawblade,great-sword,リュウノアギト【絶牙】,Mâchoire wyverne ULT,Mascellama wyvern ultra,Ultra-Wyvern-Kiefernklinge,Ultrafilo Muerdedragón,Ultramaxilâmina de Serpe,Szcz. ultrawiwernostrze,Оскал злобной виверны,용의아기토【절아】,龍顎劍【絕牙】,نصل فك تنين مجنح فائق
Berserker Sword,great-sword,ベルセルクソード,Fureur sacrée,Spada Berserker,Berserker-Schwert,Espada de Berserker,Espada da Fúria,Miecz berserkera,Меч берсерка,버서크소드,狂戰士之劍,سيف الثائر
Anguish,great-sword,アングイッシュ,Angoisse,Angoscia,Pein,Agonía,Angústia,Cierpienie,Страдание,앵귀시,痛苦之劍,العذاب
Consummate Blade,great-sword,業剣グルンディング,Épée souveraine,Lama compiuta,Vollkommene Klinge,Espada consumada,Lâmina Consumada,Doskonałe ostrze,Клинок предела,업검 그룬딩,業劍暗黑暴食,نصل بارع
"Wyvern Ignition ""Steel""",great-sword,竜熱機関式【鋼翼】,"Combustion wyverne ""Acier""","Vampata wyvern ""Acciaio""","Wyvernzündung ""Stahl""","Ímpetu wyvern ""Acero""",Aço Ignição Serpe,Wiwerni zapłon „Stal”,"Пламя виверны ""Сталь""",용열기관식【강익】,龍熱機關式【鋼翼】,"اشتعالٌ مجنح ""فولاذ"""
"Wyvern Ignition ""Impact""",great-sword,竜熱機関式【鋼翼】改,"Combustion wyverne ""Impact""","Vampata wyvern ""Impatto""","Wyvernzündung ""Aufprall""","Ímpetu wyvern ""Impacto""","""Impacto"" Ign. Serpe",Wiwerni zapłon „Impakt”,"Пламя виверны ""Удар""",용열기관식【강익】+,龍熱機關式【鋼翼】改,"اشتعالٌ مجنح ""تأثير"""
Empress Galea,great-sword,エンプレスガレア,Galea Imperatrix,Galea fiamma,Kaiserin-Bihänder,Galea Lunastra,Galea da Luna,Galea Luny,Галеа императрицы,엠프리스갈레아,皇后盔,سلاح الإمبراطورة
"Empress Galea ""Blaze""",great-sword,エンプレスガレア・炎妃,"Galea Imperatrix ""Lethe""","Galea fiamma ""Vampa""","Kaiserin-Bihänder ""Lunastra""",Galea Lunastra (Luna),Galea da Luna Chama,Galea Luny „Żar”,"Галеа ""Пламя""",엠프리스갈레아-염비,皇后盔‧炎妃,"سلاح الإمبراطورة ""لهيب"""
"Soulfire Edge ""Blaze""",great-sword,魂焔の剛剣・炎妃,"Lame embrasée ""Lethe""","Taglio fuoco ""Vampa""","Seelenfeuerklinge ""Lunastra""",Filo alma ígnea (Luna),Gume Fogalma Chama,"Klinga ognia duszy ""Żar""","Меч огня души ""Пламя""",혼염의 강검-염비,魂焰剛劍‧炎妃,"حد روح النار ""لهيب"""
